City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
231,Valdivia,CL,2022-02-05 19:02:13,-39.8142,-73.2459,81.39,28,0,3.11
232,Banda Aceh,ID,2022-02-05 19:09:08,5.5577,95.3222,79.05,78,100,4.92
233,Houma,US,2022-02-05 19:09:08,29.5958,-90.7195,48.2,51,0,14.97
234,Villazon,BO,2022-02-05 19:09:08,-22.0866,-65.5942,66.92,20,40,6.53
235,Lavrentiya,RU,2022-02-05 19:02:18,65.5833,-171.0,-17.64,93,18,9.48
236,Eureka,US,2022-02-05 19:09:08,40.8021,-124.1637,57.2,78,0,5.01
237,Bubaque,GW,2022-02-05 19:09:09,11.2833,-15.8333,78.64,62,0,13.78
238,Bairiki,KI,2022-02-05 19:09:09,1.3292,172.9752,82.4,78,40,9.22
239,Ler,SS,2022-02-05 19:09:09,8.3018,30.1418,79.74,16,99,7.14
240,Ankazoabo,MG,2022-02-05 19:09:09,-22.2833,44.5167,74.75,74,100,9.04
241,Bethel,US,2022-02-05 19:00:26,41.3712,-73.414,27.48,71,6,5.01
242,Rafaela,AR,2022-02-05 19:09:10,-31.2503,-61.4867,78.06,28,7,20.89
243,Bara,NG,2022-02-05 19:09:10,10.3744,10.7288,72.86,21,0,8.12
244,Hami,CN,2022-02-05 19:09:10,42.8,93.45,26.55,28,100,11.48
245,Rock Sound,BS,2022-02-05 19:09:11,24.9,-76.2,74.62,70,0,7.92
246,Binzhou,CN,2022-02-05 19:09:11,37.3667,118.0167,25.14,43,14,7.43
247,Imeni Poliny Osipenko,RU,2022-02-05 19:09:11,52.4201,136.4853,0.09,94,100,5.06
248,Frontera,MX,2022-02-05 19:09:11,26.9333,-101.45,48.33,57,0,6.91
249,Saint-Michel-Des-Saints,CA,2022-02-05 19:09:12,46.6834,-73.9159,9.93,71,6,11.43
250,Vazante,BR,2022-02-05 19:09:12,-17.9869,-46.9078,81.95,69,79,3.2
251,Champerico,GT,2022-02-05 19:09:12,14.3,-91.9167,92.95,57,0,10.16
252,Mathathane,BW,2022-02-05 19:09:12,-22.2687,28.7495,76.8,53,8,20.29
253,Bikaner,IN,2022-02-05 19:08:56,28.0167,73.3,60.35,33,3,11.59
254,Isangel,VU,2022-02-05 19:09:13,-19.55,169.2667,79.79,91,100,14.05
255,Jackson,US,2022-02-05 19:04:53,42.4165,-122.8345,55.15,61,0,0.0
256,Chokurdakh,RU,2022-02-05 19:09:13,70.6333,147.9167,-30.15,100,100,1.52
257,Pisco,PE,2022-02-05 19:04:55,-13.7,-76.2167,68.05,88,75,9.22
258,Santo Domingo,DO,2022-02-05 19:08:08,18.5001,-69.9886,87.48,64,40,9.22
259,Clyde River,CA,2022-02-05 19:09:13,70.4692,-68.5914,-26.63,84,100,4.5
260,Zhigansk,RU,2022-02-05 19:09:13,66.7697,123.3711,-30.14,100,100,5.79
261,Dongsheng,CN,2022-02-05 19:09:14,39.8161,109.9776,12.76,44,17,5.55
262,Manono,CD,2022-02-05 19:09:14,-7.3,27.4167,69.26,94,100,1.95
263,Lubango,AO,2022-02-05 19:09:14,-14.9172,13.4925,60.91,55,99,4.32
264,Belaya Gora,RU,2022-02-05 19:09:14,68.5333,146.4167,-40.32,100,100,0.56
265,Salalah,OM,2022-02-05 19:09:15,17.0151,54.0924,75.29,73,75,4.61
266,Orikum,AL,2022-02-05 19:09:15,40.3253,19.4714,54.82,71,100,3.04
267,Korla,CN,2022-02-05 19:09:15,41.7597,86.1469,24.69,41,96,8.79
268,Masunga,BW,2022-02-05 19:10:16,-20.6246,27.4488,67.95,70,18,9.42
269,Faya,SA,2022-02-05 19:08:36,18.3851,42.4509,54.12,77,3,3.51
270,Murgab,TM,2022-02-05 19:10:16,37.4966,61.9714,50.05,63,100,17.05
271,Chuy,UY,2022-02-05 19:10:16,-33.6971,-53.4616,71.94,77,90,7.92
272,Hanmer Springs,NZ,2022-02-05 19:10:16,-42.5167,172.8167,51.78,100,100,3.58
273,Kandrian,PG,2022-02-05 19:10:17,-6.2167,149.55,80.49,79,100,14.7
274,Zaraza,VE,2022-02-05 19:10:17,9.3503,-65.3245,92.82,33,90,7.47
275,Ancud,CL,2022-02-05 19:10:17,-41.8697,-73.8203,74.23,59,16,7.16
276,Los Llanos De Aridane,ES,2022-02-05 19:02:15,28.6585,-17.9182,65.12,83,0,13.8
277,Virpur,IN,2022-02-05 19:10:17,23.1833,73.4833,64.87,22,0,0.94
278,Lichtenburg,ZA,2022-02-05 19:10:18,-26.152,26.1597,63.91,78,63,8.14
279,Port Hardy,CA,2022-02-05 19:10:18,50.6996,-127.4199,43.75,83,100,6.62
280,Bahia Blanca,AR,2022-02-05 19:05:31,-38.7196,-62.2724,66.74,49,92,18.61
281,Pinhao,BR,2022-02-05 19:10:18,-25.6956,-51.6597,67.12,99,100,7.25
282,Beloha,MG,2022-02-05 19:10:18,-25.1667,45.05,75.72,83,100,18.97
283,Umm Lajj,SA,2022-02-05 19:10:19,25.0213,37.2685,65.34,60,0,12.75
284,Altay,CN,2022-02-05 19:10:19,47.8667,88.1167,7.02,51,0,9.89
285,Luena,AO,2022-02-05 19:10:19,-11.7833,19.9167,61.2,92,99,4.52
286,Shubarshi,KZ,2022-02-05 19:10:19,48.5872,57.1869,26.35,97,100,7.11
287,Klaksvik,FO,2022-02-05 19:10:20,62.2266,-6.589,34.72,76,61,30.06
288,Strelka,RU,2022-02-05 19:10:20,58.0728,93.0344,19.4,94,100,8.63
289,Binabalian,PH,2022-02-05 19:10:20,16.4202,119.9279,77.79,75,91,14.52
290,Hambantota,LK,2022-02-05 19:10:21,6.1241,81.1185,74.71,83,14,14.38
291,Talcahuano,CL,2022-02-05 19:09:51,-36.7167,-73.1167,74.88,53,0,19.57
292,Waddan,LY,2022-02-05 19:07:31,29.1614,16.139,58.62,21,0,3.51
293,Sri Aman,MY,2022-02-05 19:10:21,1.2376,111.4621,73.67,100,100,0.58
