City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,General Roca,AR,2022-02-05 01:35:34,-39.0333,-67.5833,64.8,64,61,17.4,light rain
260,Tarko-Sale,RU,2022-02-05 01:35:35,64.9225,77.785,13.71,95,100,12.12,light snow
261,Ulladulla,AU,2022-02-05 01:35:35,-35.35,150.4667,72.5,57,17,14.61,few clouds
262,Razole,IN,2022-02-05 01:35:35,16.4833,81.8333,71.89,93,39,2.08,scattered clouds
263,Burgeo,CA,2022-02-05 01:35:36,47.6167,-57.6152,22.1,92,100,26.44,light snow
264,Mareeba,AU,2022-02-05 01:35:36,-17.0,145.4333,80.65,73,100,2.55,overcast clouds
265,Eyl,SO,2022-02-05 01:35:36,7.9803,49.8164,68.83,74,11,9.57,few clouds
266,Vao,NC,2022-02-05 01:35:37,-22.6667,167.4833,80.28,87,100,11.88,moderate rain
267,Pokhara,NP,2022-02-05 01:35:37,28.2333,83.9833,44.96,89,99,2.46,overcast clouds
268,Thurso,GB,2022-02-05 01:35:37,58.5927,-3.5259,35.85,67,50,24.85,scattered clouds
269,Antalaha,MG,2022-02-05 01:35:38,-14.9003,50.2788,76.35,79,100,4.79,overcast clouds
270,Liverpool,GB,2022-02-05 01:33:03,53.4106,-2.9779,42.82,83,100,8.99,overcast clouds
271,Turbat,PK,2022-02-05 01:35:38,26.0023,63.044,61.92,16,0,1.36,clear sky
272,Longyearbyen,SJ,2022-02-05 01:35:38,78.2186,15.6401,15.64,57,40,25.32,scattered clouds
273,Flinders,AU,2022-02-05 01:35:38,-34.5833,150.8552,73.2,54,64,15.99,broken clouds
274,Victoria,HK,2022-02-05 01:36:39,22.2855,114.1577,60.24,78,100,1.01,overcast clouds
275,Alofi,NU,2022-02-05 01:36:39,-19.0595,-169.9187,80.49,89,100,8.05,overcast clouds
276,Boshnyakovo,RU,2022-02-05 01:36:39,49.6333,142.1667,8.47,90,100,13.53,overcast clouds
277,Liberal,US,2022-02-05 01:36:40,37.0431,-100.921,27.63,79,0,10.36,clear sky
278,Domoni,KM,2022-02-05 01:36:40,-12.2569,44.5319,79.23,80,19,8.37,few clouds
279,Mount Pleasant,US,2022-02-05 01:32:18,32.7941,-79.8626,66.18,98,100,1.99,overcast clouds
280,Benguela,AO,2022-02-05 01:36:40,-12.5763,13.4055,73.94,73,100,4.94,overcast clouds
281,Yerbogachen,RU,2022-02-05 01:36:40,61.2767,108.0108,-17.41,100,96,3.8,overcast clouds
282,Verkh-Usugli,RU,2022-02-05 01:36:41,52.7,115.1667,0.64,76,25,2.35,scattered clouds
283,San Vicente,AR,2022-02-05 01:36:41,-26.6167,-54.1333,67.66,95,5,2.15,light rain
284,Diffa,NE,2022-02-05 01:36:41,13.3154,12.6113,61.65,40,4,11.61,clear sky
285,Kainantu,PG,2022-02-05 01:36:16,-6.2887,145.8655,78.13,56,66,3.44,broken clouds
286,Victor Harbor,AU,2022-02-05 01:36:42,-35.5667,138.6167,85.8,64,73,1.01,broken clouds
287,Feijo,BR,2022-02-05 01:36:42,-8.1642,-70.3536,72.09,99,98,2.37,overcast clouds
288,Hambantota,LK,2022-02-05 01:34:36,6.1241,81.1185,71.94,100,20,3.44,few clouds
289,Hanna,CA,2022-02-05 01:36:42,51.6334,-111.9018,18.86,86,100,1.99,overcast clouds
290,Sao Filipe,CV,2022-02-05 01:36:42,14.8961,-24.4956,73.08,73,0,9.26,clear sky
291,Kruisfontein,ZA,2022-02-05 01:36:43,-34.0033,24.7314,65.88,80,46,3.62,scattered clouds
292,Pokrovskoye,RU,2022-02-05 01:36:43,47.4157,38.8971,30.81,79,100,10.47,overcast clouds
293,Bailen,ES,2022-02-05 01:36:43,38.0964,-3.7779,56.66,58,100,0.92,overcast clouds
294,Lagoa,PT,2022-02-05 01:36:44,39.05,-27.9833,57.78,83,74,19.6,broken clouds
295,Emporia,US,2022-02-05 01:36:44,38.4039,-96.1817,21.4,73,0,6.91,clear sky
296,Olkhovatka,RU,2022-02-05 01:36:45,50.2831,39.2872,4.19,99,83,5.75,broken clouds
297,Ayabaca,PE,2022-02-05 01:36:45,-4.6398,-79.7149,49.53,90,100,2.86,overcast clouds
298,Barentu,ER,2022-02-05 01:36:45,15.1139,37.5928,61.56,81,2,2.84,clear sky
299,Bathsheba,BB,2022-02-05 01:36:46,13.2167,-59.5167,77.61,69,40,11.5,scattered clouds
300,Divnomorskoye,RU,2022-02-05 01:36:46,44.5011,38.1353,32.61,80,100,9.84,overcast clouds
301,Zhangye,CN,2022-02-05 01:36:46,38.9342,100.4517,19.09,32,100,2.66,overcast clouds
302,Natal,BR,2022-02-05 01:34:18,-5.795,-35.2094,81.25,78,40,11.5,scattered clouds
303,Champerico,GT,2022-02-05 01:36:46,14.3,-91.9167,82.35,71,5,5.1,clear sky
304,Port Hardy,CA,2022-02-05 01:36:47,50.6996,-127.4199,44.78,87,100,5.75,light rain
305,Guarapari,BR,2022-02-05 01:36:47,-20.6667,-40.4975,73.29,87,100,12.59,overcast clouds
306,Muroto,JP,2022-02-05 01:36:47,33.2833,134.15,42.84,48,51,18.43,broken clouds
307,Barda,AZ,2022-02-05 01:36:48,40.3744,47.1267,46.02,46,95,27.18,overcast clouds
308,Broome,US,2022-02-05 01:36:48,42.2506,-75.833,17.71,81,100,1.99,overcast clouds
309,Aviles,ES,2022-02-05 01:36:48,43.5547,-5.9248,54.37,91,75,1.99,light rain
310,Bontang,ID,2022-02-05 01:36:48,0.1333,117.5,82.62,68,100,4.38,overcast clouds
311,Aklavik,CA,2022-02-05 01:36:49,68.2191,-135.0107,-21.28,91,6,17.49,clear sky
312,Yuancheng,CN,2022-02-05 01:36:49,36.652,107.7896,21.65,30,100,9.35,overcast clouds
313,Hovd,MN,2022-02-05 01:36:49,48.0056,91.6419,-11.22,78,7,3.22,clear sky
314,Lac Du Bonnet,CA,2022-02-05 01:36:50,50.2536,-96.0612,-16.29,99,93,3.31,overcast clouds
315,Cockburn Town,TC,2022-02-05 01:36:50,21.4612,-71.1419,75.16,64,40,11.5,scattered clouds
316,Rathdrum,US,2022-02-05 01:36:50,47.8137,-116.892,38.21,93,100,1.99,overcast clouds
317,Collipulli,CL,2022-02-05 01:36:51,-37.95,-72.4333,58.44,68,100,6.62,overcast clouds
318,Kalabo,ZM,2022-02-05 01:37:51,-14.97,22.6814,64.72,96,96,4.07,overcast clouds
319,Coahuayana,MX,2022-02-05 01:37:51,18.7333,-103.6833,80.08,77,5,1.9,clear sky
320,Tottori,JP,2022-02-05 01:37:51,35.5,134.2333,32.0,93,75,12.66,broken clouds
321,Moree,AU,2022-02-05 01:37:52,-29.4667,149.85,80.62,28,3,16.11,clear sky
322,Praid,RO,2022-02-05 01:37:52,46.55,25.1333,22.32,83,33,2.68,scattered clouds
323,Igrim,RU,2022-02-05 01:37:52,63.1906,64.4162,-13.5,100,79,2.59,broken clouds
324,Balabac,PH,2022-02-05 01:37:53,7.9868,117.0645,80.65,82,100,21.74,heavy intensity rain
325,Khash,IR,2022-02-05 01:37:53,28.2211,61.2158,47.86,18,0,1.99,clear sky
326,Arica,CL,2022-02-05 01:37:53,-18.475,-70.3042,66.43,77,0,1.14,clear sky
327,Roald,NO,2022-02-05 01:37:53,62.5833,6.1333,39.33,70,75,32.21,broken clouds
328,Yablonovo,RU,2022-02-05 01:37:54,50.8523,37.3574,15.66,97,35,7.58,scattered clouds
329,Cabanas,CU,2022-02-05 01:37:54,22.9758,-82.9219,73.87,85,0,4.88,clear sky
330,Lorengau,PG,2022-02-05 01:37:54,-2.0226,147.2712,85.05,63,96,8.52,overcast clouds
331,The Valley,AI,2022-02-05 01:37:55,18.217,-63.0578,73.26,79,100,15.21,overcast clouds
332,Lynchburg,US,2022-02-05 01:34:30,37.4138,-79.1423,46.56,76,100,0.0,overcast clouds
333,Moses Lake,US,2022-02-05 01:37:55,47.1301,-119.2781,31.6,86,40,3.44,scattered clouds
334,Notre-Dame-Du-Lac,CA,2022-02-05 01:37:55,47.6136,-68.7964,9.25,96,100,6.51,light snow
335,Batagay-Alyta,RU,2022-02-05 01:37:55,67.8006,130.4114,-22.54,97,71,1.63,broken clouds
336,Harper,LR,2022-02-05 01:37:56,4.375,-7.7169,78.66,83,73,5.12,light rain
337,Mabaruma,GY,2022-02-05 01:37:56,8.2,-59.7833,73.18,90,11,3.6,few clouds
338,Bath,GB,2022-02-05 01:37:56,51.3779,-2.3591,40.78,90,4,8.1,clear sky
339,Fairlie,GB,2022-02-05 01:37:57,55.756,-4.8556,40.91,83,44,11.01,scattered clouds
340,Temir,KZ,2022-02-05 01:37:57,49.1414,57.13,26.04,89,100,16.8,overcast clouds
341,Ogaminana,NG,2022-02-05 01:37:57,7.5946,6.2248,73.22,34,0,1.95,clear sky
342,Asau,RO,2022-02-05 01:37:58,46.4333,26.4,22.12,74,42,5.99,scattered clouds
343,Dakar,SN,2022-02-05 01:37:58,14.6937,-17.4441,70.68,88,0,4.61,clear sky
344,Tomatlan,MX,2022-02-05 01:37:58,19.9333,-105.25,67.93,75,4,2.06,clear sky
345,Bria,CF,2022-02-05 01:37:58,6.5423,21.9863,71.92,27,25,5.03,scattered clouds
346,Kenai,US,2022-02-05 01:37:59,60.5544,-151.2583,30.02,93,100,0.0,overcast clouds
347,Rawson,AR,2022-02-05 01:37:59,-43.3002,-65.1023,59.59,57,86,19.06,overcast clouds
348,Naryan-Mar,RU,2022-02-05 01:37:59,67.6713,53.087,-15.66,100,100,5.55,overcast clouds
349,Kargil,IN,2022-02-05 01:38:00,34.5667,76.1,-23.91,91,77,2.8,broken clouds
350,Sault Sainte Marie,CA,2022-02-05 01:38:00,46.5168,-84.3333,5.56,48,100,4.61,overcast clouds
351,Qandala,SO,2022-02-05 01:38:00,11.472,49.8728,73.45,52,0,2.15,clear sky
352,Hobyo,SO,2022-02-05 01:38:00,5.3505,48.5268,74.57,71,19,14.23,few clouds
353,Ishim,RU,2022-02-05 01:38:01,56.1128,69.4902,18.93,82,100,9.4,overcast clouds
354,Moryakovskiy Zaton,RU,2022-02-05 01:38:01,56.6956,84.6467,17.11,83,100,10.63,overcast clouds
355,Listvyanskiy,RU,2022-02-05 01:38:01,54.4399,83.4984,7.2,90,87,7.9,overcast clouds
356,Ngama,TD,2022-02-05 01:38:02,11.7833,17.1667,63.37,18,5,14.61,clear sky
357,Faanui,PF,2022-02-05 01:37:53,-16.4833,-151.75,80.73,75,41,14.47,light rain
358,Erzin,TR,2022-02-05 01:38:02,36.9559,36.2,39.92,71,0,2.51,clear sky
359,Skjervoy,NO,2022-02-05 01:38:02,70.0311,20.9714,23.16,68,59,22.48,broken clouds
360,Walvis Bay,NA,2022-02-05 01:38:03,-22.9575,14.5053,66.09,88,95,5.75,overcast clouds
361,Mazamari,PE,2022-02-05 01:38:03,-11.3258,-74.5308,70.5,95,58,1.97,broken clouds
362,Santa Cruz,BO,2022-02-05 01:38:04,-17.8,-63.1667,76.46,88,75,11.5,light rain
363,Kampong Cham,KH,2022-02-05 01:39:03,11.9934,105.4635,81.09,55,97,16.42,overcast clouds
364,Codrington,AU,2022-02-05 01:39:03,-38.2667,141.9667,71.87,51,97,16.08,overcast clouds
365,Padang,ID,2022-02-05 01:39:04,-0.9492,100.3543,75.25,79,83,2.08,moderate rain
366,Conceicao Do Araguaia,BR,2022-02-05 01:39:04,-8.2578,-49.2647,74.44,93,48,2.53,moderate rain
367,Labuhan,ID,2022-02-05 01:39:05,-6.8844,112.2051,83.05,73,35,9.08,scattered clouds
368,Nome,US,2022-02-05 01:39:05,64.5011,-165.4064,5.16,61,0,8.05,clear sky
369,Abu Samrah,SY,2022-02-05 01:35:47,35.3029,37.1841,42.49,92,5,7.11,clear sky
370,Petropavlovsk-Kamchatskiy,RU,2022-02-05 01:39:06,53.0452,158.6483,28.99,51,75,17.9,broken clouds
371,Milazzo,IT,2022-02-05 01:39:06,38.2212,15.2383,54.82,55,3,1.99,clear sky
372,Kita,ML,2022-02-05 01:39:06,13.0349,-9.4895,70.54,14,0,3.13,clear sky
373,Issenye,TZ,2022-02-05 01:39:07,-2.0,34.3333,63.79,91,100,4.63,light rain
374,Puerto Leguizamo,CO,2022-02-05 01:39:07,-0.1934,-74.7819,72.64,96,53,0.56,heavy intensity rain
375,Kralendijk,BQ,2022-02-05 01:39:07,12.15,-68.2667,76.98,83,9,8.05,clear sky
376,Asasa,ET,2022-02-05 01:39:08,7.1,39.2,52.48,37,2,2.73,clear sky
377,Ekhabi,RU,2022-02-05 01:39:08,53.5102,142.9671,2.43,93,100,21.54,overcast clouds
378,Kyaikto,MM,2022-02-05 01:39:08,17.3,97.0167,77.65,50,31,3.69,scattered clouds
379,Fairbanks,US,2022-02-05 01:38:38,64.8378,-147.7164,8.1,64,100,3.44,light shower snow
380,Ariquemes,BR,2022-02-05 01:39:09,-9.9133,-63.0408,72.48,98,72,2.59,heavy intensity rain
381,Linxia,CN,2022-02-05 01:39:09,35.6003,103.2064,18.93,88,100,2.75,light snow
382,Dzhebariki-Khaya,RU,2022-02-05 01:39:09,62.2167,135.8,-27.98,97,78,2.26,broken clouds
383,Aksha,RU,2022-02-05 01:39:09,50.2814,113.2867,8.98,73,97,10.36,overcast clouds
384,Tiksi,RU,2022-02-05 01:39:10,71.6872,128.8694,-22.13,98,72,7.34,broken clouds
385,Clonakilty,IE,2022-02-05 01:39:10,51.6231,-8.8706,39.09,78,39,10.83,scattered clouds
386,Stykkisholmur,IS,2022-02-05 01:39:10,65.0757,-22.7297,22.53,80,100,17.25,overcast clouds
387,Roma,US,2022-02-05 01:36:32,43.2128,-75.4557,15.66,84,100,3.44,overcast clouds
388,Warrnambool,AU,2022-02-05 01:39:11,-38.3833,142.4833,74.8,61,100,14.74,overcast clouds
389,Grants Pass,US,2022-02-05 01:39:11,42.439,-123.3284,53.11,64,75,0.0,broken clouds
390,Lavrentiya,RU,2022-02-05 01:34:36,65.5833,-171.0,-8.81,82,1,8.86,clear sky
391,Solenzo,BF,2022-02-05 01:39:11,12.1833,-4.0833,69.17,14,5,6.44,clear sky
392,Alpena,US,2022-02-05 01:39:12,45.0617,-83.4327,9.95,81,20,1.99,few clouds
393,Rio Grande,BR,2022-02-05 01:39:12,-32.035,-52.0986,75.31,93,0,8.57,clear sky
394,Kokkola,FI,2022-02-05 01:39:12,63.8385,23.1307,32.94,89,100,11.01,overcast clouds
395,Salalah,OM,2022-02-05 01:37:13,17.0151,54.0924,69.89,68,40,0.0,scattered clouds
396,Sena Madureira,BR,2022-02-05 01:39:12,-9.0656,-68.6569,72.52,99,38,2.39,scattered clouds
397,Richards Bay,ZA,2022-02-05 01:36:27,-28.783,32.0377,71.2,94,100,14.74,heavy intensity rain
398,Nouadhibou,MR,2022-02-05 01:39:13,20.931,-17.0347,64.38,68,1,10.36,clear sky
399,Comodoro Rivadavia,AR,2022-02-05 01:36:05,-45.8667,-67.5,53.46,76,0,4.61,clear sky
400,San Pedro,PH,2022-02-05 01:39:13,14.35,121.0167,85.32,63,75,2.3,broken clouds
401,Quatre Cocos,MU,2022-02-05 01:39:13,-20.2078,57.7625,79.09,86,98,18.5,moderate rain
402,Agirish,RU,2022-02-05 01:39:14,61.9247,63.0231,1.09,96,100,0.36,overcast clouds
403,Srikakulam,IN,2022-02-05 01:39:14,18.3,83.9,67.39,58,40,8.16,scattered clouds
404,San Joaquin,US,2022-02-05 01:39:14,37.9333,-121.3011,61.38,53,5,3.83,clear sky
405,Khokhlovo,RU,2022-02-05 01:39:15,59.1492,37.3998,-2.47,100,100,3.49,overcast clouds
406,Foix,FR,2022-02-05 01:39:15,42.8333,1.5833,43.99,46,100,3.85,overcast clouds
407,Ayr,GB,2022-02-05 01:39:15,55.4627,-4.6339,40.98,81,20,11.5,few clouds
408,Lafiagi,NG,2022-02-05 01:39:16,8.8667,5.4167,73.67,18,0,2.77,clear sky
409,Mashhad,IR,2022-02-05 01:39:16,36.297,59.6062,41.14,60,0,6.91,clear sky
410,Paamiut,GL,2022-02-05 01:39:16,61.994,-49.6678,6.37,90,100,7.49,light snow
411,Terra Santa,BR,2022-02-05 01:40:17,-2.1042,-56.4869,73.24,95,98,1.48,overcast clouds
412,Lishui,CN,2022-02-05 01:40:17,28.4604,119.9103,45.73,66,6,2.51,clear sky
413,Antofagasta,CL,2022-02-05 01:37:21,-23.65,-70.4,65.48,74,5,5.41,clear sky
414,Waipawa,NZ,2022-02-05 01:40:17,-41.4122,175.5153,57.45,93,100,9.8,light rain
415,Palitana,IN,2022-02-05 01:40:18,21.5167,71.8333,58.69,60,48,0.74,scattered clouds
416,San Jose,US,2022-02-05 01:35:28,37.3394,-121.895,61.05,51,20,1.01,few clouds
417,Haines Junction,CA,2022-02-05 01:37:56,60.7522,-137.5108,-2.25,78,100,1.14,overcast clouds
418,Dwarka,IN,2022-02-05 01:40:18,22.2394,68.9678,68.85,58,5,9.78,clear sky
419,Marawi,PH,2022-02-05 01:40:18,7.9986,124.2928,78.26,60,74,4.61,broken clouds
420,Oktyabrskoye,RU,2022-02-05 01:40:18,43.0645,44.7417,28.54,100,100,6.71,snow
421,Leh,IN,2022-02-05 01:35:30,34.1667,77.5833,-8.27,88,100,4.18,overcast clouds
422,Boianu Mare,RO,2022-02-05 01:40:19,47.3833,22.5333,33.24,70,100,4.03,overcast clouds
423,Watertown,US,2022-02-05 01:40:19,42.3709,-71.1828,28.54,90,100,4.0,light snow
424,Brae,GB,2022-02-05 01:40:19,60.3964,-1.353,39.11,67,100,25.93,overcast clouds
425,Ratnagiri,IN,2022-02-05 01:40:19,16.9833,73.3,64.74,77,12,4.29,few clouds
426,Necochea,AR,2022-02-05 01:40:20,-38.5473,-58.7368,60.04,77,100,15.28,moderate rain
427,Vostok,RU,2022-02-05 01:40:20,46.4856,135.8833,-1.64,86,100,4.47,overcast clouds
428,Owando,CG,2022-02-05 01:40:20,-0.4819,15.8999,71.1,84,99,1.59,overcast clouds
429,Nalut,LY,2022-02-05 01:40:21,30.3333,10.85,48.79,39,5,8.08,clear sky
430,Mitu,CO,2022-02-05 01:36:26,1.1983,-70.1733,71.35,98,100,1.03,moderate rain
431,Chapais,CA,2022-02-05 01:40:21,49.7834,-74.8492,-11.42,95,100,3.71,overcast clouds
432,Bethel,US,2022-02-05 01:40:21,41.3712,-73.414,31.5,84,100,8.05,overcast clouds
433,Barranco,PA,2022-02-05 01:40:22,9.5167,-82.7,72.01,93,34,2.82,scattered clouds
434,Sao Gabriel Da Cachoeira,BR,2022-02-05 01:40:22,-0.1303,-67.0892,73.31,98,100,0.87,light rain
435,Atambua,ID,2022-02-05 01:40:22,-9.1061,124.8925,80.89,74,96,4.43,overcast clouds
436,Rosaryville,US,2022-02-05 01:40:22,38.7568,-76.8097,37.81,83,100,1.99,overcast clouds
437,Cape Canaveral,US,2022-02-05 01:35:38,28.4058,-80.6048,75.45,80,0,12.66,clear sky
438,Singaparna,ID,2022-02-05 01:40:23,-7.3515,108.111,76.75,83,100,0.89,overcast clouds
439,Mahanje,TZ,2022-02-05 01:40:23,-9.9333,35.3333,63.72,89,100,0.13,overcast clouds
440,Manica,FR,2022-02-05 01:40:23,49.0,-1.1667,40.41,93,91,3.44,overcast clouds
441,Svetlyy,RU,2022-02-05 01:40:24,54.675,20.1347,42.85,93,100,19.64,overcast clouds
442,Samarai,PG,2022-02-05 01:40:24,-10.6167,150.6667,85.93,70,97,5.46,overcast clouds
443,Aplahoue,BJ,2022-02-05 01:40:24,6.9333,1.6833,75.42,84,0,3.69,clear sky
444,Meulaboh,ID,2022-02-05 01:40:25,4.1363,96.1285,77.88,82,99,3.67,overcast clouds
445,Mwense,ZM,2022-02-05 01:40:25,-10.3845,28.698,61.7,99,100,2.86,overcast clouds
446,Tiznit,MA,2022-02-05 01:40:25,29.5833,-9.5,61.63,32,100,1.28,overcast clouds
447,North Bend,US,2022-02-05 01:38:00,43.4065,-124.2243,51.17,93,100,0.0,overcast clouds
448,Kapit,MY,2022-02-05 01:40:25,2.0167,112.9333,80.22,84,100,1.36,overcast clouds
449,Moron,AR,2022-02-05 01:40:26,-34.6534,-58.6198,75.06,80,75,3.44,thunderstorm with light rain
450,Raudeberg,NO,2022-02-05 01:40:26,61.9875,5.1352,39.87,72,100,10.0,light rain
451,Tessalit,ML,2022-02-05 01:40:26,20.1986,1.0114,57.56,18,0,10.51,clear sky
452,Kirakira,SB,2022-02-05 01:40:26,-10.4544,161.9205,84.25,75,100,6.15,overcast clouds
453,Tombouctou,ML,2022-02-05 01:40:27,20.0,-3.0,61.84,10,0,10.2,clear sky
454,Srednekolymsk,RU,2022-02-05 01:39:40,67.45,153.6833,-27.83,100,100,0.34,overcast clouds
455,Chabahar,IR,2022-02-05 01:41:27,25.2919,60.643,69.82,59,0,10.02,clear sky
456,Coffs Harbour,AU,2022-02-05 01:41:27,-30.3,153.1333,73.67,88,75,11.5,broken clouds
457,Mantua,IT,2022-02-05 01:41:28,45.1667,10.7833,46.81,90,100,1.01,overcast clouds
458,Touros,BR,2022-02-05 01:41:28,-5.1989,-35.4608,81.5,73,4,13.2,clear sky
459,Huntsville,US,2022-02-05 01:40:36,34.7304,-86.5861,32.13,88,100,5.01,overcast clouds
460,Keetmanshoop,NA,2022-02-05 01:41:28,-26.5833,18.1333,78.28,38,10,7.47,clear sky
461,Pimentel,PE,2022-02-05 01:41:28,-6.8367,-79.9342,70.38,82,37,12.71,scattered clouds
462,Avera,US,2022-02-05 01:37:06,33.194,-82.5271,53.47,83,100,14.25,overcast clouds
463,Kununurra,AU,2022-02-05 01:41:15,-15.7667,128.7333,84.18,84,75,8.05,broken clouds
464,Raahe,FI,2022-02-05 01:41:29,64.6833,24.4833,23.2,89,100,20.0,light snow
465,Sechura,PE,2022-02-05 01:41:29,-5.5569,-80.8222,71.64,80,38,12.71,scattered clouds
466,Vuktyl,RU,2022-02-05 01:41:29,63.8567,57.3094,-3.6,100,90,2.86,overcast clouds
467,Sembe,CG,2022-02-05 01:41:30,1.6481,14.5806,67.53,61,53,1.59,broken clouds
468,Abong Mbang,CM,2022-02-05 01:41:30,3.9833,13.1833,62.2,33,85,2.37,overcast clouds
469,Hirara,JP,2022-02-05 01:41:30,24.8,125.2833,62.46,72,75,16.11,broken clouds
470,Monrovia,LR,2022-02-05 01:41:31,6.3005,-10.7969,78.42,83,12,3.18,few clouds
471,Rairangpur,IN,2022-02-05 01:41:31,22.2676,86.1751,55.85,67,0,4.21,clear sky
472,Dudinka,RU,2022-02-05 01:41:31,69.4058,86.1778,-2.94,97,95,5.93,overcast clouds
473,Kaseda,JP,2022-02-05 01:41:31,31.4167,130.3167,42.03,76,95,21.23,overcast clouds
474,Jijiang,CN,2022-02-05 01:41:32,29.2906,106.2542,49.5,59,100,4.7,overcast clouds
475,Ulaangom,MN,2022-02-05 01:41:32,49.9811,92.0667,-23.35,90,93,2.53,overcast clouds
476,Yulara,AU,2022-02-05 01:41:32,-25.2406,130.9889,78.64,27,0,8.05,clear sky
477,Burnie,AU,2022-02-05 01:41:32,-41.0667,145.9167,64.67,68,98,6.89,overcast clouds
478,Paris,FR,2022-02-05 01:40:43,48.8534,2.3488,40.14,89,20,1.01,few clouds
479,Huarmey,PE,2022-02-05 01:41:33,-10.0681,-78.1522,71.06,83,44,9.04,scattered clouds
480,Kastamonu,TR,2022-02-05 01:41:26,41.5,33.6667,15.08,95,37,1.86,scattered clouds
481,Constitucion,CL,2022-02-05 01:41:33,-35.3333,-72.4167,58.6,88,2,12.21,clear sky
482,Deputatskiy,RU,2022-02-05 01:41:33,69.3,139.9,-27.35,99,69,2.53,broken clouds
483,Perth,AU,2022-02-05 01:41:34,-31.9333,115.8333,100.67,17,0,8.05,clear sky
484,Preobrazheniye,RU,2022-02-05 01:41:34,42.9019,133.9064,12.07,46,5,8.95,clear sky
485,Novobirilyussy,RU,2022-02-05 01:41:34,56.9514,90.6661,21.67,80,100,11.9,overcast clouds
486,Bilma,NE,2022-02-05 01:41:35,18.6853,12.9164,56.12,24,2,4.68,clear sky
487,Vieques,PR,2022-02-05 01:41:35,18.425,-65.8329,74.89,83,20,0.0,few clouds
488,Sioux Lookout,CA,2022-02-05 01:39:15,50.1001,-91.917,-3.62,83,0,2.3,clear sky
489,Soyo,AO,2022-02-05 01:41:35,-6.1349,12.3689,76.89,82,78,2.73,broken clouds
490,Aksu,CN,2022-02-05 01:41:35,41.1231,80.2644,25.59,74,99,5.01,overcast clouds
491,Batticaloa,LK,2022-02-05 01:40:52,7.7102,81.6924,74.79,78,95,3.4,overcast clouds
492,Minab,IR,2022-02-05 01:41:36,27.1467,57.0801,58.5,88,0,0.0,clear sky
493,Dongsheng,CN,2022-02-05 01:41:36,39.8161,109.9776,9.27,52,100,7.31,overcast clouds
494,Waingapu,ID,2022-02-05 01:41:37,-9.6567,120.2641,85.86,67,35,13.89,scattered clouds
495,Medicine Hat,CA,2022-02-05 01:40:05,50.0501,-110.6683,42.51,70,75,8.01,broken clouds
496,Broken Hill,AU,2022-02-05 01:41:37,-31.95,141.4333,78.51,31,40,19.57,scattered clouds
497,Albanel,CA,2022-02-05 01:41:37,48.8832,-72.4487,-3.86,64,100,6.91,overcast clouds
498,Prince Rupert,CA,2022-02-05 01:38:45,54.3161,-130.3201,42.89,93,100,14.97,mist
499,Fraga,ES,2022-02-05 01:41:37,41.5229,0.3489,49.57,67,100,9.33,overcast clouds
500,Verkhnevilyuysk,RU,2022-02-05 01:41:38,63.4453,120.3167,-17.12,95,87,2.33,overcast clouds
501,Kissidougou,GN,2022-02-05 01:42:38,9.1848,-10.0999,67.87,20,4,2.19,clear sky
502,Madhipura,IN,2022-02-05 01:42:38,25.9167,86.7833,55.99,92,100,1.63,overcast clouds
503,Yumen,CN,2022-02-05 01:42:39,40.2833,97.2,15.67,36,100,14.74,overcast clouds
504,Awjilah,LY,2022-02-05 01:42:39,29.1081,21.2869,49.82,74,0,7.47,clear sky
505,Mokhsogollokh,RU,2022-02-05 01:42:39,61.4681,128.9203,-15.68,93,95,3.15,overcast clouds
506,Puerto Colombia,CO,2022-02-05 01:42:40,10.9878,-74.9547,78.89,82,5,30.47,clear sky
507,Lazaro Cardenas,MX,2022-02-05 01:40:27,17.9583,-102.2,73.4,76,16,2.17,few clouds
508,Barcelona,ES,2022-02-05 01:40:12,41.3888,2.159,55.54,86,75,1.01,mist
509,Fukue,JP,2022-02-05 01:42:40,32.6881,128.8419,41.36,56,75,16.11,broken clouds
510,Sukpak,RU,2022-02-05 01:42:40,51.6667,94.6333,-23.44,97,54,1.3,broken clouds
511,Quzhou,CN,2022-02-05 01:42:41,28.9594,118.8686,43.88,76,9,7.94,clear sky
512,Yabelo,ET,2022-02-05 01:42:41,4.8833,38.0833,62.53,29,57,5.39,broken clouds
513,Bodden Town,KY,2022-02-05 01:42:41,19.2833,-81.25,77.0,83,40,5.99,scattered clouds
514,Kulhudhuffushi,MV,2022-02-05 01:42:41,6.6221,73.07,81.05,65,74,11.52,broken clouds
515,Goma,CD,2022-02-05 01:42:42,-1.6792,29.2228,62.6,88,100,1.57,light rain
516,Abnub,EG,2022-02-05 01:42:42,27.2696,31.1511,46.62,61,6,8.41,clear sky
517,Emerald,AU,2022-02-05 01:42:42,-23.5333,148.1667,83.34,39,0,13.8,clear sky
518,Teguise,ES,2022-02-05 01:42:42,29.0605,-13.564,62.82,77,0,10.36,clear sky
519,Tianmen,CN,2022-02-05 01:42:43,30.6516,113.1603,43.07,57,5,10.09,clear sky
520,Ruteng,ID,2022-02-05 01:42:43,-8.6136,120.4721,72.14,76,96,2.21,overcast clouds
521,Camacupa,AO,2022-02-05 01:42:43,-12.0167,17.4833,60.64,94,100,2.35,overcast clouds
